"gene"	"gene_cor"	"DROSHA_p"	"gene_selected"	"genome_alignment"	"avg_pos"	"chromosome_name"
"KRT72"	"-0.093703633201503"	2.11396312021414	"DROSHA"	"chr12"	52601325.75	12
"BAZ2A"	"-0.0943843468041933"	2.11315675606884	"DROSHA"	"chr12"	56613225.25	12
"DHX38"	"0.0943610939181714"	2.11230532663399	"DROSHA"	"chr16"	72098552.75	16
"SORD"	"-0.0936119180719249"	2.11058029039458	"DROSHA"	"chr15"	45053774.5	15
"NUS1"	"0.0935408688929663"	2.10796161660901	"DROSHA"	"chr6"	117675938.25	6
"WISP1"	"0.0934926801583505"	2.10618646422941	"DROSHA"	"chr8"	133218399	8
"BEGAIN"	"0.0934746668481166"	2.10552309599534	"DROSHA"	"chr14"	100540955.5	14
"SPATA6L"	"0.0934669441968843"	2.10523873016004	"DROSHA"	"chr9"	4644743.5	9
"C5orf52"	"-0.093463892766397"	2.10512637488117	"DROSHA"	"chr5"	157671765.75	5
"MPV17L2"	"-0.093463141217609"	2.10509870293087	"DROSHA"	"chr19"	18193328	19
"XAF1"	"0.0934612519858567"	2.10502914243324	"DROSHA"	"chr17"	6758738	17
"MRPS28"	"-0.0934487128224753"	2.10456748706742	"DROSHA"	"chr8"	80023425.25	8
"KRT81"	"-0.0933525706202604"	2.1010295381861	"DROSHA"	"chr12"	52291061.25	12
"C2orf54"	"-0.0933485996083506"	2.10088347409482	"DROSHA"	"chr2"	240890930.5	2
"TAGLN2"	"-0.0933419172997219"	2.10063769325477	"DROSHA"	"chr1"	159919950.75	1
"MGAT5B"	"0.0933339093893939"	2.10034317511848	"DROSHA"	"chr17"	76903984.25	17
"AIG1"	"-0.0933273499084999"	2.10010194368372	"DROSHA"	"chr6"	143098944.5	6
"PABPC4"	"-0.0932147816860049"	2.09596435014559	"DROSHA"	"chr1"	39573483.25	1
"ERICH5"	"-0.0932092757102466"	2.0957620781081	"DROSHA"	"chr8"	98071837.25	8
"GLMP"	"-0.0938857938198232"	2.09494028814103	"DROSHA"	"chr1"	156295382.5	1
"ZNF580"	"-0.0931830766378163"	2.09479974468221	"DROSHA"	"chr19"	55642643.75	19
"SCAMP3"	"-0.0931817964504854"	2.09475272718304	"DROSHA"	"chr1"	155259691.75	1
"ZPBP2"	"-0.0931799077477503"	2.09468336169884	"DROSHA"	"chr17"	39870333.75	17
"HIGD1A"	"-0.0931660313688028"	2.09417376667377	"DROSHA"	"chr3"	42794187.75	3
"OR9Q2"	"0.0931204215756789"	2.09249924429705	"DROSHA"	"chr11"	58190711.6666667	11
"TMEM9B"	"0.0931041787933236"	2.0919030710905	"DROSHA"	"chr11"	8954767.25	11
"TAPBP"	"-0.0930817087252701"	2.0910784759316	"DROSHA"	"chr6"	33313851.75	6
"CSAD"	"-0.0930709094119092"	2.09068222752665	"DROSHA"	"chr12"	53172338.75	12
"ACKR3"	"0.0930632470953358"	2.09040110516198	"DROSHA"	"chr2"	236580699.25	2
"DAP3"	"-0.093056021456576"	2.09013602180867	"DROSHA"	"chr1"	155720833	1
"C11orf74"	"-0.093055918428666"	2.09013224220052	"DROSHA"	"chr11"	36638576.5	11
"SNX8"	"0.093045739278818"	2.08975883447519	"DROSHA"	"chr7"	2275135.75	7
"NOP2"	"-0.0930379419921438"	2.08947282517412	"DROSHA"	"chr12"	6564859.75	12
"C16orf70"	"-0.0930248316618299"	2.08899197539513	"DROSHA"	"chr16"	67133453	16
"PTCD3"	"-0.0930110143846148"	2.08848525822811	"DROSHA"	"chr2"	86115418.25	2
"ANXA9"	"-0.0929553746904992"	2.08644543713215	"DROSHA"	"chr1"	150983688.75	1
"MRPL42"	"-0.0929472410132891"	2.08614733192821	"DROSHA"	"chr12"	93474372.75	12
"ZNF835"	"-0.0929457330419302"	2.08609206607759	"DROSHA"	"chr19"	56664848	19
"RCC1"	"-0.0936348248299166"	2.08580082983607	"DROSHA"	"chr1"	28532164.5	1
"EDF1"	"0.0935987176667335"	2.08448761305753	"DROSHA"	"chr9"	136865514	9
"FAM107A"	"-0.0929007930436944"	2.08444539840674	"DROSHA"	"chr3"	58569783.75	3
"PRKG1"	"-0.0928714291895141"	2.08336982368586	"DROSHA"	"chr10"	51257321.5	10
"STRN"	"-0.0928346820622224"	2.08202420645771	"DROSHA"	"chr2"	36942212.6666667	2
"MTPAP"	"-0.0928189842940078"	2.08144951677892	"DROSHA"	"chr10"	30337760.75	10
"PBDC1"	"0.093909048106499"	2.0807445480537	"DROSHA"	"chrX"	76174748.5	24
"DENND1A"	"0.0927944868438567"	2.08055283638555	"DROSHA"	"chr9"	123753564.5	9
"IGFBP5"	"-0.0927891736308412"	2.08035838293772	"DROSHA"	"chr2"	216690740.75	2
"GRASP"	"-0.0927796250312479"	2.08000894584786	"DROSHA"	"chr12"	52013525.25	12
"HMGN5"	"0.0945389454297598"	2.07963788002915	"DROSHA"	"chrX"	81116315.5	24
"SUPT20H"	"0.0934490955437055"	2.07905037937598	"DROSHA"	"chr13"	37045807	13
"LST1"	"-0.0927424001902599"	2.07864696635973	"DROSHA"	"chr6"	31587480.75	6
"OR2K2"	"-0.0927135129223722"	2.07759035644293	"DROSHA"	"chr9"	111328088	9
"BTC"	"-0.0927049226166845"	2.07727620185531	"DROSHA"	"chr4"	74769086.25	4
"CNOT2"	"0.0926905877043331"	2.07675201646835	"DROSHA"	"chr12"	70327891.25	12
"BARD1"	"0.0926778797363401"	2.0762873803277	"DROSHA"	"chr2"	214791053.75	2
"OR10S1"	"0.0926525396607032"	2.0753610407598	"DROSHA"	"chr11"	123977495.25	11
"RAI14"	"0.0926510293051149"	2.07530583442857	"DROSHA"	"chr5"	34818016.75	5
"RAD23A"	"-0.0926455398013457"	2.07510518910287	"DROSHA"	"chr19"	12948036.75	19
"PLS1"	"-0.0926435758139602"	2.07503340636104	"DROSHA"	"chr3"	142671988.75	3
"TCOF1"	"0.0926051911544185"	2.07363072203789	"DROSHA"	"chr5"	150370591	5
"GINS1"	"-0.0925999846582753"	2.07344049934191	"DROSHA"	"chr20"	25410416.25	20
"ABRAXAS1"	"-0.0932899698424172"	2.07327577701027	"DROSHA"	"chr4"	83473991.5	4
"EHD3"	"-0.0925778211866571"	2.07263084267014	"DROSHA"	"chr2"	31244917.75	2
"RPL28"	"-0.0925395146928932"	2.07123184523832	"DROSHA"	"chr19"	55386430.75	19
"ZNF514"	"-0.0925293503881615"	2.0708607143427	"DROSHA"	"chr2"	95151641.25	2
"ST6GALNAC4"	"-0.0924895946447427"	2.06940943380902	"DROSHA"	"chr9"	127914186.75	9
"FABP1"	"-0.0924841147509339"	2.0692094315659	"DROSHA"	"chr2"	88126722.75	2
"CDCA8"	"-0.0931726614307176"	2.06902397777322	"DROSHA"	"chr1"	37692805.75	1
"TEX2"	"-0.0924767440978227"	2.06894043701864	"DROSHA"	"chr17"	64213578.6666667	17
"RBMS2"	"0.0924583179441904"	2.06826804652932	"DROSHA"	"chr12"	56570863.75	12
"SUV39H2"	"0.0931340593252671"	2.06762583724232	"DROSHA"	"chr10"	14880221.25	10
"LAMC3"	"-0.0924220515851367"	2.06694497454723	"DROSHA"	"chr9"	131028497.5	9
"MRPL16"	"-0.0923752248183962"	2.06523727863084	"DROSHA"	"chr11"	59809678.25	11
"EXOSC7"	"0.0923462242354947"	2.06418003721023	"DROSHA"	"chr3"	44993265.25	3
"METTL25"	"-0.0923412022187363"	2.06399698340296	"DROSHA"	"chr12"	82365723.75	12
"RSU1"	"0.0923394098854826"	2.06393165440696	"DROSHA"	"chr10"	16759204.75	10
"USP34"	"0.0922903463835596"	2.0621437436131	"DROSHA"	"chr2"	61377182.75	2
"ZNF720"	"-0.0922473602094897"	2.06057794755503	"DROSHA"	"chr16"	31722843.75	16
"PPP1R10"	"0.0922254447136829"	2.05977989752567	"DROSHA"	"chr6"	30607362.25	6
"LTB"	"-0.0922173577594248"	2.059485452098	"DROSHA"	"chr6"	31582349	6
"WDR44"	"0.0932771188665503"	2.05795068659908	"DROSHA"	"chrX"	118372131	24
"ZNF208"	"-0.0921523647087244"	2.0571198426887	"DROSHA"	"chr19"	21982027.2857143	19
"UFD1"	"0.092147633865488"	2.05694770438322	"DROSHA"	"chr22"	19475414.25	22
"MRPL55"	"-0.092139832556748"	2.0566638590377	"DROSHA"	"chr1"	228107888.75	1
"TRPM1"	"-0.0921370472325773"	2.0565625217605	"DROSHA"	"chr15"	31071791.25	15
"ACADVL"	"-0.0921325960359841"	2.056400581057	"DROSHA"	"chr17"	7220711.75	17
"CCDC78"	"-0.0921215497866605"	2.05599873140632	"DROSHA"	"chr16"	725828	16
"LIN7A"	"-0.0920852989060309"	2.05468024928436	"DROSHA"	"chr12"	80937683.25	12
"KIR2DL4"	"-0.09208040391797"	2.05450224668597	"DROSHA"	"chr19"	54804876.6666667	19
"NUDCD3"	"0.0920446090121193"	2.05320083160003	"DROSHA"	"chr7"	44486438	7
"CSPP1"	"-0.0920414225254801"	2.053084999222	"DROSHA"	"chr8"	67084425	8
"COX6A1"	"-0.0920413546538288"	2.05308253204743	"DROSHA"	"chr12"	120438279	12
"PITX3"	"-0.0920188723180818"	2.05226536942503	"DROSHA"	"chr10"	102231583.25	10
"MAP7D3"	"0.093097022241887"	2.05147811107803	"DROSHA"	"chrX"	136235154.75	24
"TAOK3"	"-0.0919332589224641"	2.04915511506338	"DROSHA"	"chr12"	118195948.75	12
"LHX3"	"0.0919295226591705"	2.04901943512728	"DROSHA"	"chr9"	136200194	9
"LTO1"	"0.0919164342024208"	2.04854417273811	"DROSHA"	"chr11"	69674246.75	11
"ADAMTS19"	"-0.0919139463843681"	2.04845384254778	"DROSHA"	"chr5"	129478137.25	5
"TAF6L"	"0.0925250222717229"	2.0456310357345	"DROSHA"	"chr11"	62776523.5	11
"SLC30A2"	"-0.0918230457329875"	2.04515472915677	"DROSHA"	"chr1"	26043882	1
"VANGL2"	"-0.0918208019123853"	2.04507332722167	"DROSHA"	"chr1"	160418458.5	1
"ITFG2"	"0.0917942679539928"	2.04411084683113	"DROSHA"	"chr12"	2817870.75	12
"OR10G4"	"0.0917206110474569"	2.04144026621197	"DROSHA"	"chr11"	124015625.25	11
"MRPL20"	"-0.0916775513900904"	2.03987987869249	"DROSHA"	"chr1"	1407127.75	1
"UGT1A5"	"-0.0916767956552364"	2.03985249797256	"DROSHA"	"chr2"	233736620.857143	2
"MATK"	"-0.0915773939865232"	2.03625275628347	"DROSHA"	"chr19"	3784119.33333333	19
"MRPL30"	"-0.0915576761554579"	2.03553907958568	"DROSHA"	"chr2"	99188863.5	2
"TRAF5"	"-0.0915542709772262"	2.03541584388478	"DROSHA"	"chr1"	211357414	1
"HLA-DQA2"	"-0.0915190231447671"	2.03414042532845	"DROSHA"	"chr6"	32745309.25	6
"MRPL44"	"-0.0914923708872919"	2.03317630335014	"DROSHA"	"chr2"	223957583.75	2
"ARL1"	"-0.0914902938245748"	2.03310117725666	"DROSHA"	"chr12"	101405166.75	12
"PROCR"	"0.0914710882072028"	2.03240658906329	"DROSHA"	"chr20"	35175189.75	20
"EARS2"	"-0.0914539705610897"	2.0317876165597	"DROSHA"	"chr16"	23544161.25	16
"KRTAP10-1"	"0.0914421169874507"	2.03135904896237	"DROSHA"	"chr21"	44539930.75	21
"PHYHIP"	"0.0914202075819663"	2.03056703313903	"DROSHA"	"chr8"	22226299.25	8
"SHE"	"-0.0914145142681084"	2.0303612480981	"DROSHA"	"chr1"	154500497.75	1
"GBP5"	"-0.0914108189598716"	2.03022768675535	"DROSHA"	"chr1"	89267719.75	1
"TCP11L2"	"-0.0913883014207949"	2.02941392142342	"DROSHA"	"chr12"	106314590.5	12
"TPGS1"	"0.0913661848493684"	2.02861480921454	"DROSHA"	"chr19"	510463.75	19
"HJURP"	"-0.0920369826294285"	2.02809287074168	"DROSHA"	"chr2"	233848737.5	2
"ACSL4"	"0.0924377212635035"	2.02787226439946	"DROSHA"	"chrX"	109681788.5	24
"TCTN3"	"-0.0913427309366026"	2.02776755232977	"DROSHA"	"chr10"	95693665	10
"IL22RA1"	"-0.0913422723953988"	2.02775098964066	"DROSHA"	"chr1"	24133372.75	1
"ZNF646"	"-0.0912960908572569"	2.02608324875709	"DROSHA"	"chr16"	31077155.25	16
"GDPD1"	"-0.0912833317529149"	2.02562260657787	"DROSHA"	"chr17"	59227722.75	17
"HSBP1"	"0.0919640210637302"	2.02547756887295	"DROSHA"	"chr16"	83808270.75	16
"NEK9"	"-0.0912755560787354"	2.02534190754614	"DROSHA"	"chr14"	75121826.5	14
"KLK5"	"-0.0912611317616852"	2.02482124760226	"DROSHA"	"chr19"	50950394	19
"PLD1"	"-0.0912503178628487"	2.02443095417505	"DROSHA"	"chr3"	171703077.75	3
"CCNY"	"0.0911459693596977"	2.02066680281362	"DROSHA"	"chr10"	35506794.5	10
"C19orf66"	"-0.0911089893105348"	2.01933368571425	"DROSHA"	"chr19"	10087809.75	19
"MTRF1L"	"-0.091073892371071"	2.01806887018909	"DROSHA"	"chr6"	153002522.75	6
"GNG4"	"0.0910409877974675"	2.016883430731	"DROSHA"	"chr1"	235575905	1
"OR1F1"	"-0.0910322507517993"	2.01656872464923	"DROSHA"	"chr16"	3204558.75	16
"PIM2"	"0.0921038703677436"	2.01597227738147	"DROSHA"	"chrX"	48915282	24
"C19orf81"	"0.0909739978897859"	2.01447111379417	"DROSHA"	"chr19"	50656595	19
"NKAPL"	"0.0909206552045821"	2.01255129118441	"DROSHA"	"chr6"	28259521.75	6
"ANKRD49"	"-0.0908920960102157"	2.01152382008688	"DROSHA"	"chr11"	94497779.25	11
"B3GALT6"	"-0.0908396894514665"	2.00963909266236	"DROSHA"	"chr1"	1232578.5	1
"WNT3A"	"0.0908375800158913"	2.00956324871898	"DROSHA"	"chr1"	228043738.75	1
"MDM2"	"0.0908131303350508"	2.00868427663853	"DROSHA"	"chr12"	68831395.25	12
"BAG3"	"0.0908068839367427"	2.00845974859963	"DROSHA"	"chr10"	119666646.75	10
"CCDC28B"	"0.0907601488004424"	2.00678025187581	"DROSHA"	"chr1"	32203487.25	1
"PLOD2"	"-0.0913976969189425"	2.00523642093611	"DROSHA"	"chr3"	146128228.25	3
"OLFML2B"	"-0.0906994840532928"	2.00460124501503	"DROSHA"	"chr1"	162006269.25	1
"TGM7"	"-0.090685299772749"	2.00409193675962	"DROSHA"	"chr15"	43291188.5	15
"WBP11"	"0.0906822929897615"	2.00398398212156	"DROSHA"	"chr12"	14795342	12
"TRIM27"	"-0.0906294044476409"	2.0020855736496	"DROSHA"	"chr6"	28923388.75	6
"POT1"	"0.0912864074995405"	2.0012710160057	"DROSHA"	"chr7"	124854241.75	7
"FYB2"	"-0.0905984061097939"	2.0009733308262	"DROSHA"	"chr1"	56785537	1
"DNAJC13"	"-0.0905863254004209"	2.00053995175805	"DROSHA"	"chr3"	132477003	3
"NAE1"	"-0.0905829566684847"	2.00041911162155	"DROSHA"	"chr16"	66821210	16
"ZXDC"	"-0.090580308268199"	2.00032411319635	"DROSHA"	"chr3"	126475236.25	3
"CDKN1C"	"-0.0905657948503018"	1.99980355615067	"DROSHA"	"chr11"	2885273.25	11
"RSBN1L"	"-0.090565737025467"	1.99980148226872	"DROSHA"	"chr7"	77696595.5	7
"LCA5L"	"0.0905280331896629"	1.99844947193777	"DROSHA"	"chr21"	39426500	21
"CRACR2A"	"0.0905215012678876"	1.99821529323564	"DROSHA"	"chr12"	3688255.5	12
"OR10H3"	"-0.0904731946683795"	1.99648386814366	"DROSHA"	"chr19"	15741766.5	19
"ATP5F1B"	"-0.0904581838890822"	1.99594600177377	"DROSHA"	"chr12"	56645387.5	12
"LETMD1"	"-0.0904353762869704"	1.99512890131391	"DROSHA"	"chr12"	51048603.25	12
"TMEM178B"	"0.0903990332002303"	1.99382723458526	"DROSHA"	"chr7"	141074545.75	7
"CEP192"	"0.0903713055739341"	1.99283443172017	"DROSHA"	"chr18"	13011628	18
"OR4K14"	"-0.0903650727850461"	1.99261129807166	"DROSHA"	"chr14"	20015009.5	14
"ZNF592"	"0.0903622262246255"	1.99250939554311	"DROSHA"	"chr15"	84783115	15
"RASL12"	"-0.0903610932429572"	1.99246883726533	"DROSHA"	"chr15"	65063376.5	15
"RASSF7"	"0.0903456398998169"	1.99191568332424	"DROSHA"	"chr11"	562153.75	11
"FIGNL1"	"0.0903364955999084"	1.99158839915966	"DROSHA"	"chr7"	50446717.5	7
"DNER"	"-0.0902045925297394"	1.98687050492093	"DROSHA"	"chr2"	229620676.75	2
"UBN1"	"0.0908755616029959"	1.98666671649788	"DROSHA"	"chr16"	4856532.25	16
"TRIM26"	"-0.0901980928053459"	1.98663817126592	"DROSHA"	"chr6"	30197123.25	6
"GRAMD1C"	"-0.0901912117754797"	1.98639222290975	"DROSHA"	"chr3"	113920389.5	3
"SEC14L1"	"0.090173902101645"	1.98577359274919	"DROSHA"	"chr17"	77195629.75	17
"ZDHHC4"	"-0.0901610587128229"	1.98531464668004	"DROSHA"	"chr7"	6581928.75	7
"PUM3"	"0.0901505140976388"	1.98493788556343	"DROSHA"	"chr9"	2835388	9
"FAM185A"	"0.090146699206509"	1.98480158777022	"DROSHA"	"chr7"	102757330.666667	7
"CD80"	"-0.090049631318473"	1.9813351705367	"DROSHA"	"chr3"	119547911	3
"TRNT1"	"-0.0900394459449904"	1.9809716173256	"DROSHA"	"chr3"	3139236.5	3
"KLHL34"	"0.0911088966826686"	1.98071922187283	"DROSHA"	"chrX"	21657268.5	24
"DNAH6"	"-0.0899988208881972"	1.9795218994607	"DROSHA"	"chr2"	84613419.25	2
"MRPS15"	"-0.0899890701381449"	1.97917402153999	"DROSHA"	"chr1"	36463716.75	1
"KIF18A"	"-0.0899789362231103"	1.97881250650899	"DROSHA"	"chr11"	28090574.75	11
"WARS"	"0.0899511424466076"	1.97782117056895	"DROSHA"	"chr14"	100357835.5	14
"ZNF304"	"0.089903693234339"	1.97612935946675	"DROSHA"	"chr19"	57354622.75	19
"MRPS35"	"-0.0899035194290261"	1.97612316376247	"DROSHA"	"chr12"	27714596	12
"CACNA1E"	"0.089900629540286"	1.97602014824971	"DROSHA"	"chr1"	181597425	1
"ARL6IP4"	"-0.0898626443585503"	1.97466634995158	"DROSHA"	"chr12"	122980756.5	12
"GPM6B"	"0.0909095489666602"	1.9736943166178	"DROSHA"	"chrX"	13784541	24
"HNRNPA2B1"	"0.090502096966791"	1.97343861649266	"DROSHA"	"chr7"	26197178.75	7
"SDR9C7"	"-0.0898163541640247"	1.9730171999102	"DROSHA"	"chr12"	56934098.25	12
"COPS8"	"-0.0897862457319839"	1.97194492430941	"DROSHA"	"chr2"	237090988.75	2
"BCL11B"	"0.0897829291171672"	1.97182682525471	"DROSHA"	"chr14"	99237290.25	14
"GABRB1"	"-0.0897681652579736"	1.97130115295999	"DROSHA"	"chr4"	47196736.75	4
"NCBP3"	"0.0897670496856486"	1.97126143553004	"DROSHA"	"chr17"	3831853.25	17
"USP21"	"-0.0904143597546779"	1.97033751472066	"DROSHA"	"chr1"	161161366.75	1
"POLR1C"	"-0.0904048171394278"	1.9700003778545	"DROSHA"	"chr6"	43518244.5	6
"KLHDC3"	"0.0897242135881424"	1.96973666210697	"DROSHA"	"chr6"	43017580	6
"CR1L"	"-0.0896879264581689"	1.96844547377295	"DROSHA"	"chr1"	207665604.5	1
"GORASP2"	"-0.0896868970744483"	1.96840885198637	"DROSHA"	"chr2"	170929372.666667	2
"SNRPE"	"-0.0902938373504504"	1.96608166823702	"DROSHA"	"chr1"	203861673.25	1
"PHLDB1"	"0.0896037118561637"	1.96545056922126	"DROSHA"	"chr11"	118618695.75	11
"PLD5"	"0.0896006516135469"	1.96534178233521	"DROSHA"	"chr1"	242269177	1
"HSD3B2"	"-0.0895851481453761"	1.96479070526558	"DROSHA"	"chr1"	119417082	1
"HCN1"	"0.0895535220684276"	1.96366678804451	"DROSHA"	"chr5"	45612114	5
"C16orf71"	"0.0895362913075652"	1.9630545849772	"DROSHA"	"chr16"	4738338.33333333	16
"SERTM1"	"0.0895132491057102"	1.9622360556132	"DROSHA"	"chr13"	36695188.5	13
"BECN1"	"0.0894880430763488"	1.96134085997514	"DROSHA"	"chr17"	42821040.75	17
"CXCR1"	"-0.0894791208342125"	1.96102403525069	"DROSHA"	"chr2"	218164902.25	2
"TEX13B"	"0.090515819022851"	1.95985692922519	"DROSHA"	"chrX"	107981774.75	24
"PHAX"	"0.0894214983854712"	1.95897851744876	"DROSHA"	"chr5"	126602408	5
"PPP1R1A"	"-0.089414900437082"	1.95874436883555	"DROSHA"	"chr12"	54587398	12
"MRPL52"	"-0.0893964665069701"	1.95809025946491	"DROSHA"	"chr14"	22833835.25	14
"RSBN1"	"-0.089395096842337"	1.95804166274865	"DROSHA"	"chr1"	113812162.5	1
"PYCR2"	"0.0893873793439922"	1.95776785168879	"DROSHA"	"chr1"	225923043	1
"KATNA1"	"-0.0893869519820556"	1.95775268977826	"DROSHA"	"chr6"	149631841	6
"PKN1"	"-0.0900530923241098"	1.95759462235974	"DROSHA"	"chr19"	14448886	19
"S100A2"	"-0.0893580132572861"	1.95672614351742	"DROSHA"	"chr1"	153563789.5	1
"CMC1"	"-0.0893562874041538"	1.95666493083627	"DROSHA"	"chr3"	28248990.6666667	3
"CPLX1"	"0.0893559657043408"	1.95665352087253	"DROSHA"	"chr4"	800521.75	4
"GMPR2"	"0.0893490198427242"	1.95640717517064	"DROSHA"	"chr14"	24235095.75	14
"CCL27"	"-0.0893233265640764"	1.95549606090478	"DROSHA"	"chr9"	34662532.75	9
"FAM186A"	"-0.0892471901326513"	1.95279744359376	"DROSHA"	"chr12"	50354051.75	12
"H1FX"	"-0.0892452559826744"	1.95272891338356	"DROSHA"	"chr3"	129315753.75	3
"SMARCD1"	"0.0899060853017126"	1.9524213591412	"DROSHA"	"chr12"	50086546.25	12
"ZCRB1"	"-0.0892357967185717"	1.95239377330139	"DROSHA"	"chr12"	42317741.25	12
"FAM186B"	"-0.0892332104677079"	1.95230214799046	"DROSHA"	"chr12"	49601604.25	12
"CREB3L4"	"-0.0891878719413672"	1.95069625764158	"DROSHA"	"chr1"	153969138.75	1
"MFAP4"	"-0.089174072129692"	1.95020760217676	"DROSHA"	"chr17"	19385658.75	17
"CYP2C9"	"-0.0891702452735336"	1.95007210311173	"DROSHA"	"chr10"	94944554.2	10
"CLNK"	"-0.0891692231664149"	1.95003591375836	"DROSHA"	"chr4"	10578102	4
"SLC10A4"	"-0.0891242262867482"	1.94844306599328	"DROSHA"	"chr4"	48483685.75	4
"TSR1"	"0.089077918064561"	1.94680449097227	"DROSHA"	"chr17"	2335464.25	17
"ETNK2"	"-0.0890523470683053"	1.94589998539562	"DROSHA"	"chr1"	204151235.75	1
"NNMT"	"0.0890499637784556"	1.94581569381283	"DROSHA"	"chr11"	114297645	11
"CRABP2"	"-0.0889866853414313"	1.94357835925087	"DROSHA"	"chr1"	156703213	1
"MORF4L2"	"0.0906544594122567"	1.94253290154548	"DROSHA"	"chrX"	103676885.75	24
"HAVCR2"	"-0.0889357840305143"	1.94177959492269	"DROSHA"	"chr5"	157106840.25	5
"DCAF16"	"0.0889110539587076"	1.94090598341407	"DROSHA"	"chr4"	17804044.25	4
"C1orf109"	"-0.0888950385783718"	1.94034033295642	"DROSHA"	"chr1"	37689765.75	1
"PTN"	"-0.088882394669901"	1.93989381956667	"DROSHA"	"chr7"	137254231	7
"IKBKB"	"0.0888771147819824"	1.93970737843475	"DROSHA"	"chr8"	42309281.25	8
"GRPEL2"	"-0.0888719570924131"	1.93952526113838	"DROSHA"	"chr5"	149346280.25	5
"TTC13"	"-0.0888580645070329"	1.93903475925438	"DROSHA"	"chr1"	230939499	1
"FRG2B"	"0.0888530407108028"	1.93885740096218	"DROSHA"	"chr10"	133626133.166667	10
"SPTAN1"	"-0.0888467804290563"	1.93863640180396	"DROSHA"	"chr9"	128589753.5	9
"PRPF6"	"0.0895028362196361"	1.93826663281132	"DROSHA"	"chr20"	63993117.5	20
"SORCS2"	"0.0888220474505129"	1.93776340894494	"DROSHA"	"chr4"	7522471	4
"POLE4"	"0.0894713766613621"	1.93716455742821	"DROSHA"	"chr2"	74958745.75	2
"WASHC3"	"0.0887764223017295"	1.936153517011	"DROSHA"	"chr12"	102061456	12
"TF"	"-0.0887744260539201"	1.9360830946051	"DROSHA"	"chr3"	133755731.333333	3
"ZBTB8B"	"-0.0887684360357668"	1.93587179025457	"DROSHA"	"chr1"	32470932	1
"UBFD1"	"0.0887023417075275"	1.93354102193777	"DROSHA"	"chr16"	23558000.75	16
"FBXW4"	"-0.0886843675023614"	1.93290742218755	"DROSHA"	"chr10"	101689230.75	10
"C1orf226"	"-0.0886768802951067"	1.93264352559739	"DROSHA"	"chr1"	162382660.75	1
"EFHB"	"0.0886644380911296"	1.9322050241601	"DROSHA"	"chr3"	19930287	3
"PSMF1"	"0.0886537121926173"	1.93182705128978	"DROSHA"	"chr20"	1122205	20
"FANCG"	"0.0886291393400567"	1.93096126387037	"DROSHA"	"chr9"	35078355.75	9
"SPSB2"	"-0.0886130056852671"	1.93039292641346	"DROSHA"	"chr12"	6872638.75	12
"PRSS55"	"0.0885970310796129"	1.92983027574635	"DROSHA"	"chr8"	10529647.25	8
"ARMH1"	"-0.0885746156773321"	1.92904091103204	"DROSHA"	"chr1"	44696052	1
"MARCH10"	"-0.0885712377814376"	1.92892197174205	"DROSHA"	"chr17"	62744432	17
"OSBPL6"	"-0.0885690660176084"	1.92884550361231	"DROSHA"	"chr2"	178331537	2
"ZNF165"	"0.088541439135412"	1.92787289175032	"DROSHA"	"chr6"	28085742	6
"MDM4"	"0.0885196801069252"	1.92710703521388	"DROSHA"	"chr1"	204525760.25	1
"PTS"	"0.0885045652923602"	1.92657512755233	"DROSHA"	"chr11"	112229539.25	11
"CD22"	"-0.0885001971901825"	1.92642142295989	"DROSHA"	"chr19"	35335665	19
"SUPT7L"	"0.0891415454700623"	1.92562931178107	"DROSHA"	"chr2"	27657513.25	2
"TNFAIP3"	"0.0884760489083335"	1.9255718069931	"DROSHA"	"chr6"	137875285.75	6
"PPDPFL"	"0.0884546045185512"	1.92481748290617	"DROSHA"	"chr8"	49072845.25	8
"GIN1"	"0.0884392614172348"	1.92427786907301	"DROSHA"	"chr5"	103104026.25	5
"UGT2B11"	"-0.088417932164817"	1.92352785153902	"DROSHA"	"chr4"	69214327	4
"COX11"	"-0.0883927111669062"	1.92264117763748	"DROSHA"	"chr17"	54968440.25	17
"PNO1"	"0.0883901330297152"	1.92255055191826	"DROSHA"	"chr2"	68158922.5	2
"CWF19L2"	"0.0883882027489897"	1.92248270083295	"DROSHA"	"chr11"	107439773.5	11
"SELENBP1"	"-0.0883384728120945"	1.92073506980587	"DROSHA"	"chr1"	151368209.75	1
"TMEM182"	"-0.0883345568957706"	1.92059748935884	"DROSHA"	"chr2"	102781123.75	2
"CFAP46"	"-0.0882890595393464"	1.9189993689575	"DROSHA"	"chr10"	132911895.75	10
"CARMIL3"	"0.0882836370087812"	1.91880894469089	"DROSHA"	"chr14"	24057032	14
"CHCHD4"	"-0.0882516728580147"	1.91768664774737	"DROSHA"	"chr3"	14116860	3
"RAB31"	"0.0882417761556854"	1.91733923129985	"DROSHA"	"chr18"	9772486	18
"TMPRSS13"	"0.0882402265109684"	1.91728483506586	"DROSHA"	"chr11"	117919868.5	11
"C1QTNF8"	"0.0882062322742642"	1.91609175381725	"DROSHA"	"chr16"	1094801.5	16
"GALNS"	"0.0881984281833512"	1.91581791033921	"DROSHA"	"chr16"	88847945	16
"ZC3H11A"	"0.0881912677213072"	1.91556666916069	"DROSHA"	"chr1"	203830703.25	1
"LRWD1"	"-0.0888371961165886"	1.91501638816279	"DROSHA"	"chr7"	102466144.25	7
